scrip_code,isin,symbol,nse_symbol,company,group,market_cap_cr,market_cap_category,market_cap_date,macro_sector,sector,industry,basic_industry,primary_index,added_date,last_updated
532834,INE052I01032,CAMLINFINE,CAMLINFINE,Camlin Fine Sciences Ltd,A,2696.97,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,NIFTY 500,2026-03-13,2026-03-13
532843,INE061F01013,FORTIS,FORTIS,Fortis Healthcare Ltd,A,64009.13,Mid Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
532848,INE124G01033,DELTACORP,DELTACORP,Delta Corp Limited,A,1466.05,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,NIFTY 500,2026-03-13,2026-03-13
532856,INE508G01029,TIMETECHNO,TIMETECHNO,Time Technoplast Limited,A,8100.56,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,NIFTY 500,2026-03-13,2026-03-13
532868,INE271C01023,DLF,DLF,DLF LIMITED,A,136575.32,Large Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
532884,INE056I01025,REFEX,REFEX,Refex Industries Limited,A,2773.49,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,NIFTY 500,2026-03-13,2026-03-13
532885,INE483A01010,CENTRALBK,CENTRALBK,Central Bank of India,A,32458.32,Mid Cap,2026-03-13,Financial Services,Financial Services,Banks,Public Sector Bank,NIFTY BANK,2026-03-13,2026-03-13
532889,INE930H01031,KPRMILL,KPRMILL,K.P.R. Mill Ltd.,A,28732.88,Small Cap,2026-03-13,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,NIFTY 500,2026-03-13,2026-03-13
532892,INE338I01027,MOTILALOFS,MOTILALOFS,Motilal Oswal Financial Services Limited,A,41272.94,Mid Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
532898,INE752E01010,POWERGRID,POWERGRID,POWER GRID CORPORATION OF INDIA LIMITED,A,282459.34,Large Cap,2026-03-13,Utilities,Power,Power,Power - Transmission,NIFTY 500,2026-03-13,2026-03-13
532899,INE455I01029,KSCL,KSCL,Kaveri Seed Company Ltd,A,4183.03,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,NIFTY 500,2026-03-13,2026-03-13
532900,INE420C01059,PAISALO,PAISALO,PAISALO DIGITAL LIMITED,A,2916.84,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
532915,INE621H01010,RELIGARE,RELIGARE,Religare Enterprises Ltd,A,7253.45,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
532921,INE742F01042,ADANIPORTS,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,A,313338.44,Large Cap,2026-03-13,Services,Services,Transport Infrastructure,Port & Port services,NIFTY 500,2026-03-13,2026-03-13
532922,INE532F01054,EDELWEISS,EDELWEISS,Edelweiss Financial Services Ltd.,A,9919.1,Micro Cap,2026-03-13,Financial Services,Financial Services,Finance,Holding Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
532926,INE668F01031,JYOTHYLAB,JYOTHYLAB,JYOTHY LABS LIMITED,A,8240.29,Micro Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,NIFTY FMCG,2026-03-13,2026-03-13
532927,INE738I01010,ECLERX,ECLERX,eClerx Services Limited,A,14069.52,Small Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),NIFTY IT,2026-03-13,2026-03-13
532928,INE763I01026,TARIL,TARIL,Transformers and Rectifiers (India) Limited,A,8464.68,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,-,2026-03-13,2026-03-13
532929,INE791I01019,BRIGADE,BRIGADE,Brigade Enterprises Limited,A,16039.22,Small Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
532939,INE614G01033,RPOWER,RPOWER,Reliance Power Limited,A,9446.1,Micro Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
532940,INE576I01022,JKIL,JKIL,J. Kumar Infraprojects Limited,A,3740.15,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
532942,INE634I01029,KNRCON,KNRCON,KNR Constructions Limited,A,3477.47,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
532947,INE821I01022,IRB,IRB,IRB Infrastructure Developers Limited,A,25448.35,Small Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
532953,INE951I01027,VGUARD,VGUARD,V-Guard Industries Ltd.,A,13952.12,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
532955,INE020B01018,RECLTD,RECLTD,REC LIMITED,A,88792.31,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Financial Institution,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
532966,INE615H01020,TITAGARH,TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,A,8710.03,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,-,2026-03-13,2026-03-13
532967,INE415I01015,KIRIINDUS,KIRIINDUS,KIRI INDUSTRIES LIMITED,A,2361.29,Micro Cap,2026-03-13,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,NIFTY 500,2026-03-13,2026-03-13
532976,INE091G01026,JAIBALAJI,JAIBALAJI,Jai Balaji Industries Limited,A,5943.32,Micro Cap,2026-03-13,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,NIFTY METAL,2026-03-13,2026-03-13
532977,INE917I01010,BAJAJ-AUTO,BAJAJ-AUTO,Bajaj Auto Limited,A,252093.07,Large Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,NIFTY AUTO,2026-03-13,2026-03-13
532978,INE918I01026,BAJAJFINSV,BAJAJFINSV,Bajaj Finserv Limited,A,282337.02,Large Cap,2026-03-13,Financial Services,Financial Services,Finance,Holding Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
533023,INE342J01019,ZFCVINDIA,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,A,26271.91,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-,2026-03-13,2026-03-13
533033,INE858B01029,ISGEC,ISGEC,ISGEC Heavy Engineering Limited,A,6829.79,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,-,2026-03-13,2026-03-13
533096,INE814H01029,ADANIPOWER,ADANIPOWER,Adani Power Limited,A,288402.61,Large Cap,2026-03-13,Utilities,Power,Power,Integrated Power Utilities,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533098,INE848E01016,NHPC,NHPC,NHPC Limited,A,75357.85,Mid Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533106,INE274J01014,OIL,OIL,Oil India Limited,A,77353.33,Mid Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,NIFTY 500,2026-03-13,2026-03-13
533122,INE399K01017,RTNPOWER,RTNPOWER,RattanIndia Power Limited,A,4467.93,Micro Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533148,INE121E01018,JSWENERGY,JSWENERGY,JSW Energy Limited,A,89753.7,Mid Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533150,INE484J01027,GODREJPROP,GODREJPROP,Godrej Properties Limited,A,47941.51,Mid Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
533155,INE797F01020,JUBLFOOD,JUBLFOOD,Jubilant Foodworks Limited,A,30402.37,Small Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
533158,INE085J01014,THANGAMAYL,THANGAMAYL,Thangamayil Jewellery Limited,A,10850.58,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,NIFTY 500,2026-03-13,2026-03-13
533160,INE879I01012,DBREALTY,DBREALTY,VALOR ESTATE LIMITED,A,5451.36,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,NIFTY REALTY,2026-03-13,2026-03-13
533169,INE949H01023,MANINFRA,MANINFRA,MAN INFRACONSTRUCTION LIMITED,A,3877.22,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY 500,2026-03-13,2026-03-13
533179,INE262H01021,PERSISTENT,PERSISTENT,Persistent Systems Limited,A,72612.33,Mid Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,NIFTY IT,2026-03-13,2026-03-13
533206,INE002L01015,SJVN,SJVN,SJVN LIMITED,A,28365.26,Small Cap,2026-03-13,Utilities,Power,Power,Power Generation,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533248,INE517F01014,GPPL,GPPL,Gujarat Pipavav Port Limited,A,7500.57,Micro Cap,2026-03-13,Services,Services,Transport Infrastructure,Port & Port services,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533269,INE956G01038,WABAG,WABAG,VA Tech Wabag Limited,A,7838.15,Micro Cap,2026-03-13,Utilities,Utilities,Other Utilities,Water Supply & Management,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533271,INE442H01029,ASHOKA,ASHOKA,Ashoka Buildcon Limited,A,3306.92,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533272,INE209L01016,JWL,JWL,JUPITER WAGONS LIMITED,A,11444.98,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,-,2026-03-13,2026-03-13
533273,INE093I01010,OBEROIRLTY,OBEROIRLTY,OBEROI REALTY LIMITED,A,52824.13,Mid Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
533274,INE811K01011,PRESTIGE,PRESTIGE,Prestige Estates Projects Limited,A,53524.69,Mid Cap,2026-03-13,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,NIFTY REALTY,2026-03-13,2026-03-13
533278,INE522F01014,COALINDIA,COALINDIA,Coal India Limited,A,286659.31,Large Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,NIFTY 500,2026-03-13,2026-03-13
533282,INE024L01027,GRAVITA,GRAVITA,GRAVITA INDIA LIMITED,A,10835.08,Small Cap,2026-03-13,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,NIFTY METAL,2026-03-13,2026-03-13
533286,INE490G01020,MOIL,MOIL,MOIL Limited,A,5408.64,Micro Cap,2026-03-13,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,NIFTY METAL,2026-03-13,2026-03-13
533293,INE146L01010,KIRLOSENG,KIRLOSENG,Kirloskar Oil Engines Limited,A,21511.02,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,NIFTY AUTO,2026-03-13,2026-03-13
533326,INE621L01012,TEXRAIL,TEXRAIL,Texmaco Rail & Engineering Limited,A,3846.9,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533339,INE251B01027,ZENTEC,ZENTEC,Zen Technologies Ltd.,A,12604.53,Small Cap,2026-03-13,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,NIFTY IT,2026-03-13,2026-03-13
533398,INE414G01012,MUTHOOTFIN,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,A,131737.87,Large Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
533519,INE498L01015,LTF,LTF,L&T Finance Limited,A,64600.64,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,-,2026-03-13,2026-03-13
533553,INE419M01027,TDPOWERSYS,TDPOWERSYS,TD Power Systems Ltd,A,12622.16,Small Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533573,INE901L01018,APLLTD,APLLTD,ALEMBIC PHARMACEUTICALS LIMITED,A,13583.49,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
533581,INE457L01029,PGEL,PGEL,PG Electroplast Limited,A,14204.36,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,NIFTY 500,2026-03-13,2026-03-13
533655,INE152M01016,TRITURBINE,TRITURBINE,Triveni Turbine Limited,A,14751.78,Small Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
533758,INE702C01027,APLAPOLLO,APLAPOLLO,APL Apollo Tubes Limited,A,53926.63,Mid Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,NIFTY METAL,2026-03-13,2026-03-13
534076,INE743M01012,RHIM,RHIM,RHI MAGNESITA INDIA LIMITED,A,7688.05,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,-,2026-03-13,2026-03-13
534091,INE745G01043,MCX,MCX,Multi Commodity Exchange of India Ltd,A,63814.26,Mid Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,-,2026-03-13,2026-03-13
534309,INE095N01031,NBCC,NBCC,NBCC (India) Limited,A,22955.4,Small Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
534597,INE834M01019,RTNINDIA,RTNINDIA,RATTANINDIA ENTERPRISES LIMITED,A,3646.43,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,-,2026-03-13,2026-03-13
534618,INE299N01021,WAAREERTL,WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED,A,8586.09,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,-,2026-03-13,2026-03-13
534758,INE675C01017,CIGNITITEC,CIGNITITEC,Cigniti Technologies Ltd,A,2931.13,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Services,IT Enabled Services,NIFTY IT,2026-03-13,2026-03-13
534804,INE752H01013,CARERATING,CARERATING,CARE Ratings Limited,A,4818.98,Micro Cap,2026-03-13,Financial Services,Financial Services,Capital Markets,Ratings,NIFTY 500,2026-03-13,2026-03-13
534809,INE785M01021,PCJEWELLER,PCJEWELLER,PC JEWELLER LIMITED,A,6353.81,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,NIFTY 500,2026-03-13,2026-03-13
534816,INE121J01017,INDUSTOWER,INDUSTOWER,INDUS TOWERS LIMITED,A,114760.08,Large Cap,2026-03-13,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,-,2026-03-13,2026-03-13
534976,INE665J01013,VMART,VMART,V-Mart Retail Limited,A,4176.72,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,NIFTY 500,2026-03-13,2026-03-13
535648,INE599M01018,JUSTDIAL,JUSTDIAL,Just Dial Limited,A,4455.06,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,NIFTY 500,2026-03-13,2026-03-13
535754,INE876N01018,ORIENTCEM,ORIENTCEM,ORIENT CEMENT LIMITED,A,2807.61,Micro Cap,2026-03-13,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,NIFTY COMMODITIES,2026-03-13,2026-03-13
535755,INE647O01011,ABFRL,ABFRL,Aditya Birla Fashion and Retail Limited,A,7359.6,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,-,2026-03-13,2026-03-13
535789,INE148I01020,SAMMAANCAP,SAMMAANCAP,Sammaan Capital Limited,A,11630.34,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,-,2026-03-13,2026-03-13
538562,INE439E01022,SKIPPER,SKIPPER,Skipper Limited,A,3852.2,Micro Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY 500,2026-03-13,2026-03-13
538666,INE221J01015,SHARDACROP,SHARDACROP,Sharda Cropchem Limited,A,9081.6,Micro Cap,2026-03-13,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,NIFTY 500,2026-03-13,2026-03-13
538835,INE306R01017,INTELLECT,INTELLECT,INTELLECT DESIGN ARENA LIMITED,A,9197.18,Micro Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,NIFTY IT,2026-03-13,2026-03-13
538962,INE842C01021,MINDACORP,MINDACORP,Minda Corporation Limited,A,11563.08,Small Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY 500,2026-03-13,2026-03-13
539006,INE596F01018,PTCIL,PTCIL,PTC Industries Ltd.,A,26581.79,Small Cap,2026-03-13,Industrials,Capital Goods,Industrial Products,Other Industrial Products,-,2026-03-13,2026-03-13
539083,INE066P01011,INOXWIND,INOXWIND,Inox Wind Limited,A,14074.77,Small Cap,2026-03-13,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
539150,INE195J01029,PNCINFRA,PNCINFRA,PNC Infratech Limited,A,5069.21,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY REALTY,2026-03-13,2026-03-13
539177,INE206F01022,AIIL,AIIL,Authum Investment & Infrastructure Limited,A,37845.73,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),-,2026-03-13,2026-03-13
539254,INE931S01010,ADANIENSOL,ADANIENSOL,Adani Energy Solutions Limited,A,120170.31,Large Cap,2026-03-13,Utilities,Power,Power,Power Distribution,-,2026-03-13,2026-03-13
539268,INE398R01022,SYNGENE,SYNGENE,Syngene International Limited,A,17114.85,Small Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,NIFTY 500,2026-03-13,2026-03-13
539302,INE211R01019,POWERMECH,POWERMECH,Power Mech Projects Limited,A,6155.69,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
539336,INE844O01030,GUJGASLTD,GUJGASLTD,Gujarat Gas Limited,A,26158.82,Small Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,NIFTY 500,2026-03-13,2026-03-13
539437,INE092T01019,IDFCFIRSTB,IDFCFIRSTB,IDFC FIRST BANK LIMITED,A,54587.67,Mid Cap,2026-03-13,Financial Services,Financial Services,Banks,Private Sector Bank,NIFTY BANK,2026-03-13,2026-03-13
539448,INE646L01027,INDIGO,INDIGO,InterGlobe Aviation Limited,A,160473.39,Large Cap,2026-03-13,Services,Services,Transport Services,Airline,NIFTY 500,2026-03-13,2026-03-13
539523,INE540L01014,ALKEM,ALKEM,Alkem Laboratories Limited,A,64804.83,Mid Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
539524,INE600L01024,LALPATHLAB,LALPATHLAB,Dr. Lal Pathlabs Limited,A,22795.86,Small Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,NIFTY PHARMA,2026-03-13,2026-03-13
539551,INE410P01011,NH,NH,Narayana Hrudayalaya Limited,A,34341.81,Mid Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
539787,INE075I01017,HCG,HCG,HealthCare Global Enterprises Limited,A,8204.16,Micro Cap,2026-03-13,Healthcare,Healthcare,Healthcare Services,Hospital,NIFTY PHARMA,2026-03-13,2026-03-13
539807,INE483S01020,CCAVENUE,CCAVENUE,AvenuesAI Limited,A,5072.68,Micro Cap,2026-03-13,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),-,2026-03-13,2026-03-13
539876,INE299U01018,CROMPTON,CROMPTON,Crompton Greaves Consumer Electricals Limited,A,15482.93,Small Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
539957,INE002S01010,MGL,MGL,Mahanagar Gas Limited,A,10290.67,Micro Cap,2026-03-13,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,NIFTY 500,2026-03-13,2026-03-13
539978,INE615P01015,QUESS,QUESS,Quess Corp Limited,A,2816.48,Micro Cap,2026-03-13,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,NIFTY SERVICES SECTOR,2026-03-13,2026-03-13
539992,INE093R01011,LLOYDSENGG,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,A,4989.69,Micro Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,-,2026-03-13,2026-03-13
540005,INE214T01019,LTM,LTM,LTIMindtree Limited,A,124942.29,Large Cap,2026-03-13,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,-,2026-03-13,2026-03-13
540047,INE917M01012,DBL,DBL,Dilip Buildcon Limited,A,7229.61,Micro Cap,2026-03-13,Industrials,Construction,Construction,Civil Construction,NIFTY INFRASTRUCTURE,2026-03-13,2026-03-13
540065,INE976G01028,RBLBANK,RBLBANK,RBL Bank Limited,A,18162.81,Small Cap,2026-03-13,Financial Services,Financial Services,Banks,Private Sector Bank,NIFTY BANK,2026-03-13,2026-03-13
540073,INE153T01027,BLS,BLS,BLS International Services Ltd,A,10184.41,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services,NIFTY 500,2026-03-13,2026-03-13
540115,INE010V01017,LTTS,LTTS,L&T Technology Services Limited,A,33540.35,Mid Cap,2026-03-13,Information Technology,Information Technology,IT - Services,IT Enabled Services,NIFTY IT,2026-03-13,2026-03-13
540133,INE726G01019,ICICIPRULI,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,A,84834.99,Mid Cap,2026-03-13,Financial Services,Financial Services,Insurance,Life Insurance,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540153,INE913H01037,ENDURANCE,ENDURANCE,Endurance Technologies Limited,A,33566.38,Mid Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
540173,INE572E01012,PNBHOUSING,PNBHOUSING,PNB Housing Finance Limited,A,19991.43,Small Cap,2026-03-13,Financial Services,Financial Services,Finance,Housing Finance Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540180,INE200M01039,VBL,VBL,Varun Beverages Limited,A,139579.04,Large Cap,2026-03-13,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,NIFTY FMCG,2026-03-13,2026-03-13
540203,INE916U01025,SFL,SFL,Sheela Foam Limited,A,5593.71,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,NIFTY 500,2026-03-13,2026-03-13
540205,INE679V01027,AVL,AVL,Aditya Vision Limited,A,5742.12,Micro Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,-,2026-03-13,2026-03-13
540222,INE947Q01028,LAURUSLABS,LAURUSLABS,Laurus Labs Limited,A,54339.26,Mid Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
540293,INE726V01018,PRICOLLTD,PRICOLLTD,Pricol Limited,A,6384.76,Micro Cap,2026-03-13,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,NIFTY AUTO,2026-03-13,2026-03-13
540376,INE192R01011,DMART,DMART,Avenue Supermarts Limited,A,260605.58,Large Cap,2026-03-13,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,NIFTY 500,2026-03-13,2026-03-13
540530,INE031A01017,HUDCO,HUDCO,Housing &Urban Development Corporation Ltd.,A,34793.02,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Financial Institution,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540575,INE460H01021,STARCEMENT,STARCEMENT,Star Cement Limited,A,8279.64,Micro Cap,2026-03-13,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,NIFTY COMMODITIES,2026-03-13,2026-03-13
540595,INE010J01012,TEJASNET,TEJASNET,Tejas Networks Limited,A,7660.09,Micro Cap,2026-03-13,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,-,2026-03-13,2026-03-13
540596,INE406M01024,ERIS,ERIS,Eris Lifesciences Limited,A,18679.17,Small Cap,2026-03-13,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,NIFTY PHARMA,2026-03-13,2026-03-13
540611,INE949L01017,AUBANK,AUBANK,AU Small Finance Bank Limited,A,66524.0,Mid Cap,2026-03-13,Financial Services,Financial Services,Banks,Other Bank,NIFTY BANK,2026-03-13,2026-03-13
540678,INE704P01025,COCHINSHIP,COCHINSHIP,Cochin Shipyard Limited,A,37111.49,Mid Cap,2026-03-13,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,NIFTY 500,2026-03-13,2026-03-13
540680,INE880L01014,KIOCL,KIOCL,KIOCL Limited,A,18770.39,Small Cap,2026-03-13,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,-,2026-03-13,2026-03-13
540691,INE674K01013,ABCAPITAL,ABCAPITAL,Aditya Birla Capital Ltd,A,82812.51,Mid Cap,2026-03-13,Financial Services,Financial Services,Finance,Investment Company,NIFTY FINANCIAL SERVICES,2026-03-13,2026-03-13
540699,INE935N01020,DIXON,DIXON,Dixon Technologies (India) Limited,A,64073.34,Mid Cap,2026-03-13,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,NIFTY INDIA CONSUMPTION,2026-03-13,2026-03-13
